time,well,iptg,strain,rbs,temp,OD660,fluor,mCherry,GFP
0.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.029742853556360513,GFP,1.5428571428571427,1895.6
900.0,B3,0.01875,GGG,R0.5,37.13333333333333,0.025379999407700124,GFP,0.37142857142857144,1496.7428571428572
1800.0,B3,0.01875,GGG,R0.5,37.1,0.032717144489288336,GFP,0.1428571428571428,1492.2
2700.0,B3,0.01875,GGG,R0.5,37.06666666666666,0.043302854469844276,GFP,0.20000000000000018,1539.8857142857144
3600.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.05869428600583758,GFP,0.7999999999999998,1674.6285714285714
4500.0,B3,0.01875,GGG,R0.5,37.1,0.07745143366711481,GFP,-0.20000000000000018,1906.9714285714285
5400.0,B3,0.01875,GGG,R0.5,37.233333333333334,0.1012685694864818,GFP,0.628571428571429,2248.9714285714285
6300.0,B3,0.01875,GGG,R0.5,37.13333333333333,0.1324228606053761,GFP,-0.1714285714285717,2739.0857142857144
7200.0,B3,0.01875,GGG,R0.5,37.13333333333333,0.16387714275291987,GFP,-0.628571428571429,3266.6285714285714
8100.0,B3,0.01875,GGG,R0.5,37.23333333333333,0.20261714394603458,GFP,-0.31428571428571406,3771.7428571428572
9000.0,B3,0.01875,GGG,R0.5,37.2,0.249208570591041,GFP,-1.5142857142857142,4244.457142857143
9900.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.30926856292145594,GFP,1.371428571428571,4568.342857142858
10800.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.3756314245717866,GFP,-0.5428571428571427,4887.885714285714
11700.0,B3,0.01875,GGG,R0.5,37.16666666666667,0.4296000197529793,GFP,0.4285714285714288,5186.057142857143
12600.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.47641712299415045,GFP,-1.7142857142857144,5533.4857142857145
13500.0,B3,0.01875,GGG,R0.5,37.199999999999996,0.5174828693270683,GFP,0.5142857142857142,5825.742857142857
14400.0,B3,0.01875,GGG,R0.5,37.166666666666664,0.5739000130976949,GFP,-1.8285714285714283,6117.114285714286
15300.0,B3,0.01875,GGG,R0.5,37.1,0.6186457108174052,GFP,-0.02857142857142847,6327.628571428571
16200.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.6514428464429719,GFP,0.20000000000000018,6431.285714285715
17100.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.6766657133187567,GFP,0.8571428571428568,6600.028571428571
18000.0,B3,0.01875,GGG,R0.5,37.233333333333334,0.694362881566797,GFP,-1.0,6667.2
18900.0,B3,0.01875,GGG,R0.5,37.1,0.7134171179362706,GFP,0.6571428571428575,6797.857142857143
19800.0,B3,0.01875,GGG,R0.5,37.1,0.7331028736063412,GFP,1.9714285714285715,6872.857142857143
20700.0,B3,0.01875,GGG,R0.5,37.166666666666664,0.7482228330203465,GFP,0.9714285714285715,6972.057142857143
21600.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.7616057078753199,GFP,1.942857142857143,7028.771428571428
22500.0,B3,0.01875,GGG,R0.5,37.233333333333334,0.7755028852394649,GFP,1.685714285714286,7113.342857142858
23400.0,B3,0.01875,GGG,R0.5,37.166666666666664,0.787334269285202,GFP,1.0857142857142854,7228.971428571429
24300.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.7991314030119351,GFP,1.2571428571428571,7234.142857142857
25200.0,B3,0.01875,GGG,R0.5,37.13333333333333,0.8110056962285723,GFP,2.371428571428571,7336.4
26100.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.8195885500737599,GFP,1.685714285714286,7390.542857142857
27000.0,B3,0.01875,GGG,R0.5,37.166666666666664,0.8293114410979407,GFP,1.942857142857143,7409.342857142858
27900.0,B3,0.01875,GGG,R0.5,37.1,0.8387971228786877,GFP,2.142857142857143,7460.4857142857145
28800.0,B3,0.01875,GGG,R0.5,37.199999999999996,0.8480143014873777,GFP,3.1142857142857143,7433.742857142857
29700.0,B3,0.01875,GGG,R0.5,37.166666666666664,0.8547485666615622,GFP,2.1714285714285713,7510.771428571428
30600.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.8629685731870788,GFP,3.4857142857142858,7463.571428571428
31500.0,B3,0.01875,GGG,R0.5,37.2,0.8692028305360249,GFP,2.1714285714285713,7457.571428571428
32400.0,B3,0.01875,GGG,R0.5,36.93333333333333,0.884965720985617,GFP,2.2285714285714286,7415.857142857143
33300.0,B3,0.01875,GGG,R0.5,37.266666666666666,0.8963171330945833,GFP,2.4,7393.6
34200.0,B3,0.01875,GGG,R0.5,37.1,0.8993199850831713,GFP,0.4285714285714284,7467.742857142857
35100.0,B3,0.01875,GGG,R0.5,37.1,0.9000457061188561,GFP,0.37142857142857144,7431.428571428572
36000.0,B3,0.01875,GGG,R0.5,37.1,0.899645716377667,GFP,2.3142857142857145,7429.628571428571
36900.0,B3,0.01875,GGG,R0.5,37.03333333333333,0.9004457394991602,GFP,2.2857142857142856,7367.428571428572
37800.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.900708560858454,GFP,1.3714285714285714,7349.314285714286
38700.0,B3,0.01875,GGG,R0.5,37.13333333333333,0.901937119449888,GFP,1.2285714285714286,7345.342857142858
39600.0,B3,0.01875,GGG,R0.5,37.06666666666667,0.9028457115803447,GFP,2.4,7354.428571428572
40500.0,B3,0.01875,GGG,R0.5,37.06666666666666,0.9046857380441257,GFP,1.4571428571428573,7366.742857142857
41400.0,B3,0.01875,GGG,R0.5,37.16666666666667,0.90677427479199,GFP,2.5428571428571427,7349.085714285714
