"","time","well","strain","rbs","experiment","groupID","OD660","growthrate","fluor","expression"
"50",0,"B6","GFP50","R4",4,"4 GFP50 R4",0.0246428566319602,NA,94453.3352915446,NA
"51",900,"B6","GFP50","R4",4,"4 GFP50 R4",0.0242800031389509,NA,73424.3256452844,NA
"52",1800,"B6","GFP50","R4",4,"4 GFP50 R4",0.0298171401023865,NA,60441.7457144308,NA
"53",2700,"B6","GFP50","R4",4,"4 GFP50 R4",0.0374028589044298,NA,50768.4644945902,NA
"54",3600,"B6","GFP50","R4",4,"4 GFP50 R4",0.0477942803076335,0.662418906817552,44913.9218670423,-5519.53723180438
"55",4500,"B6","GFP50","R4",4,"4 GFP50 R4",0.0604514290179525,0.912187120977125,41454.2959410806,18103.7321427623
"56",5400,"B6","GFP50","R4",4,"4 GFP50 R4",0.074768567936761,0.919314182531474,40123.4303579118,23933.0008348467
"57",6300,"B6","GFP50","R4",4,"4 GFP50 R4",0.094422858101981,0.926036041956977,39334.6038125041,28827.3413963171
"58",7200,"B6","GFP50","R4",4,"4 GFP50 R4",0.117877138938223,0.902736913104757,39504.0854687611,31746.8930818191
"59",8100,"B6","GFP50","R4",4,"4 GFP50 R4",0.145817136125905,0.880513127946238,39979.8200131238,33686.6133282671
"60",9000,"B6","GFP50","R4",4,"4 GFP50 R4",0.173908562532493,0.84413207648649,41064.4366146309,34125.9464902789
"61",9900,"B6","GFP50","R4",4,"4 GFP50 R4",0.208668558725289,0.792963965013578,40659.4213760418,32201.2565533361
"62",10800,"B6","GFP50","R4",4,"4 GFP50 R4",0.248331430341516,0.745121380021432,39563.6013563571,28885.7635411965
"63",11700,"B6","GFP50","R4",4,"4 GFP50 R4",0.299300004541874,0.719093085637651,36612.2852541556,23829.8877181522
"64",12600,"B6","GFP50","R4",4,"4 GFP50 R4",0.357717155132975,0.721212946267594,33063.7922855253,18192.1539822071
"65",13500,"B6","GFP50","R4",4,"4 GFP50 R4",0.42298286408186,0.706584518016462,29515.9542319584,13013.6628712551
"66",14400,"B6","GFP50","R4",4,"4 GFP50 R4",0.469800024160317,0.637542857023833,27854.6479624035,9068.38184765836
"67",15300,"B6","GFP50","R4",4,"4 GFP50 R4",0.514445705286094,0.541643590587512,26346.0816800698,6286.97291624276
"68",16200,"B6","GFP50","R4",4,"4 GFP50 R4",0.555942854072366,0.440922903852554,24855.5865284798,4288.87452343722
"69",17100,"B6","GFP50","R4",4,"4 GFP50 R4",0.616565694340638,0.376833209309577,22951.3719321699,3229.56491805948
"70",18000,"B6","GFP50","R4",4,"4 GFP50 R4",0.644162836458002,0.315644422134,21927.9958428973,1854.90264773319
"71",18900,"B6","GFP50","R4",4,"4 GFP50 R4",0.668917124611991,0.262570152329625,21104.0450654417,938.703579872209
"72",19800,"B6","GFP50","R4",4,"4 GFP50 R4",0.687802866739886,0.212836757451267,20403.8945190446,339.654651781421
"73",20700,"B6","GFP50","R4",4,"4 GFP50 R4",0.709722881657737,0.140709709230731,19927.5766758745,-11.9792875147715
"74",21600,"B6","GFP50","R4",4,"4 GFP50 R4",0.72720572160823,0.121257865044808,19375.2208074101,-51.5277992101581
"75",22500,"B6","GFP50","R4",4,"4 GFP50 R4",0.743202830212457,0.105308822685379,18895.7069137214,-103.926171733115
"76",23400,"B6","GFP50","R4",4,"4 GFP50 R4",0.756634300947189,0.0953777808397037,18505.5996153533,-43.9855301337946
"77",24300,"B6","GFP50","R4",4,"4 GFP50 R4",0.76993144516434,0.0814268923087799,18170.6344701335,-206.267572323241
"78",25200,"B6","GFP50","R4",4,"4 GFP50 R4",0.781105741432735,0.0715011222039907,17909.7390506183,-132.833909718202
"79",26100,"B6","GFP50","R4",4,"4 GFP50 R4",0.794288583738463,0.0664778551669995,17733.5330577794,54.8741380808464
"80",27000,"B6","GFP50","R4",4,"4 GFP50 R4",0.806211422596659,0.0634659722092073,17365.5972425326,-2.08354652696522
"81",27900,"B6","GFP50","R4",4,"4 GFP50 R4",0.816197127742427,0.0583544252745126,17174.1424195618,34.4565121212659
"82",28800,"B6","GFP50","R4",4,"4 GFP50 R4",0.825414306351117,0.0551749167618079,16885.753917638,-64.1987997690476
"83",29700,"B6","GFP50","R4",4,"4 GFP50 R4",0.835848589454378,0.0510006327857394,16758.742678163,-95.3558004511127
"84",30600,"B6","GFP50","R4",4,"4 GFP50 R4",0.845668563459601,0.0477814948613276,16505.9599371501,-50.5788194654286
"85",31500,"B6","GFP50","R4",4,"4 GFP50 R4",0.854002871257918,0.0452786520070961,16135.2752927804,-284.781898883641
"86",32400,"B6","GFP50","R4",4,"4 GFP50 R4",0.867665711258139,0.0499210654056907,15776.6487314659,-294.288549196627
"87",33300,"B6","GFP50","R4",4,"4 GFP50 R4",0.883017131473337,0.0548971182689162,15498.6800507089,-375.823821895048
"88",34200,"B6","GFP50","R4",4,"4 GFP50 R4",0.887419977358409,0.0481908370431866,15528.9977786663,-204.976747270205
"89",35100,"B6","GFP50","R4",4,"4 GFP50 R4",0.887945724810873,0.0389760645041191,15475.5275997927,-43.5415632361573
"90",36000,"B6","GFP50","R4",4,"4 GFP50 R4",0.887545735069684,0.0226535372927795,15424.1387575974,0.873923295271066
"91",36900,"B6","GFP50","R4",4,"4 GFP50 R4",0.887245694867202,0.0047773374363422,15359.2501493831,-65.6092284137507
"92",37800,"B6","GFP50","R4",4,"4 GFP50 R4",0.888308589373316,0.00100084225227952,15260.8163963359,-252.822242540336
"93",38700,"B6","GFP50","R4",4,"4 GFP50 R4",0.889637164558683,0.00190307891510159,15232.4378937847,-214.027569852118
"94",39600,"B6","GFP50","R4",4,"4 GFP50 R4",0.889945716730186,0.00270041593337632,15292.4254992001,-90.2607746202033
"95",40500,"B6","GFP50","R4",4,"4 GFP50 R4",0.890985729651792,0.00420647194490721,15196.3633159808,-98.6091886717182
"96",41400,"B6","GFP50","R4",4,"4 GFP50 R4",0.891774289097105,0.00389386825150283,15183.3102611589,-18.2316807631225
"97",42300,"B6","GFP50","R4",4,"4 GFP50 R4",0.89340571058648,0.00422710153728059,15106.5905733405,-61.7500853811202
"98",43200,"B6","GFP50","R4",4,"4 GFP50 R4",0.893914269975253,0.00444940726496131,14847.157227564,-378.184878990246
"99",0,"B8","GGG","R4",4,"4 GGG R4",0.0264428572995322,NA,61400.323785309,NA
"100",900,"B8","GGG","R4",4,"4 GGG R4",0.0287799973573003,NA,52492.807361556,NA
"101",1800,"B8","GGG","R4",4,"4 GGG R4",0.0368171393871307,NA,41453.5193501067,NA
"102",2700,"B8","GGG","R4",4,"4 GGG R4",0.050002863577434,NA,31555.9070300487,NA
"103",3600,"B8","GGG","R4",4,"4 GGG R4",0.0683942862919399,0.950303210946617,25230.5954924766,2424.20538340392
"104",4500,"B8","GGG","R4",4,"4 GGG R4",0.0923514325703893,1.16592060929259,20865.6365682547,7530.93937292258
"105",5400,"B8","GGG","R4",4,"4 GGG R4",0.125468576805932,1.22609186223883,17534.043061429,9030.95815908626
"106",6300,"B8","GGG","R4",4,"4 GGG R4",0.16082284961428,1.16822317090409,16005.7213291485,10021.3260727734
"107",7200,"B8","GGG","R4",4,"4 GGG R4",0.204977138127599,1.09760916419486,14150.9858022455,9010.53880180783
"108",8100,"B8","GGG","R4",4,"4 GGG R4",0.254517143326146,1.01376697560431,12591.461680191,7622.6870694097
"109",9000,"B8","GGG","R4",4,"4 GGG R4",0.319508583417961,0.934728795410613,10918.1953909945,6047.55758487697
"110",9900,"B8","GGG","R4",4,"4 GGG R4",0.392968564161233,0.893426173017349,9342.5866391606,4116.3785005547
"111",10800,"B8","GGG","R4",4,"4 GGG R4",0.448731425191675,0.783526095024614,8668.62781590158,3051.93867055423
"112",11700,"B8","GGG","R4",4,"4 GGG R4",0.505599994957447,0.686377638327299,8135.00234153149,2363.76966302029
"113",12600,"B8","GGG","R4",4,"4 GGG R4",0.566117166195597,0.572016925578157,7607.05728679105,1831.74155548616
"114",13500,"B8","GGG","R4",4,"4 GGG R4",0.639882855117321,0.487555501462556,6975.87507063999,1551.71738192702
"115",14400,"B8","GGG","R4",4,"4 GGG R4",0.676600008138588,0.410655721759991,6853.55339925515,1316.96620927122
"116",15300,"B8","GGG","R4",4,"4 GGG R4",0.706345720163413,0.334358973392388,6691.66448737746,991.375599548969
"117",16200,"B8","GGG","R4",4,"4 GGG R4",0.731542846347604,0.256354727822831,6572.80122181795,755.611690114149
"118",17100,"B8","GGG","R4",4,"4 GGG R4",0.753965725430421,0.164061789265052,6525.53346323515,650.287720508503
"119",18000,"B8","GGG","R4",4,"4 GGG R4",0.7730628279703,0.133280055007979,6422.76386905872,450.479433089158
"120",18900,"B8","GGG","R4",4,"4 GGG R4",0.787917142254966,0.109288128655027,6359.62447588893,378.685217055751
"121",19800,"B8","GGG","R4",4,"4 GGG R4",0.804402843756335,0.094944401128132,6281.5008451011,317.551709554623
"122",20700,"B8","GGG","R4",4,"4 GGG R4",0.818422859055655,0.0820322356588472,6280.44181071389,279.382103687117
"123",21600,"B8","GGG","R4",4,"4 GGG R4",0.830605713597366,0.0717948866693145,6293.92664051138,327.036025064123
"124",22500,"B8","GGG","R4",4,"4 GGG R4",0.840402866261346,0.0644884446501674,6242.65226567108,288.461606024922
"125",23400,"B8","GGG","R4",4,"4 GGG R4",0.849534279108047,0.0545880992530168,6178.64582707891,236.660440400327
"126",24300,"B8","GGG","R4",4,"4 GGG R4",0.862231442970889,0.0521445843063601,6123.81153597193,166.721185554397
"127",25200,"B8","GGG","R4",4,"4 GGG R4",0.885305687359401,0.0637777847609134,5948.67973310787,45.2528672440995
"128",26100,"B8","GGG","R4",4,"4 GGG R4",0.897988565904754,0.0662759558188242,5898.22973058283,57.8946260572979
"129",27000,"B8","GGG","R4",4,"4 GGG R4",0.903111408863749,0.0611576297817615,5836.86885738162,25.4326475904975
"130",27900,"B8","GGG","R4",4,"4 GGG R4",0.906397134704249,0.0499538185752432,5869.92777290911,45.2778306195927
"131",28800,"B8","GGG","R4",4,"4 GGG R4",0.908314294048718,0.0256574627157751,5801.67337635249,3.71336389985293
"132",29700,"B8","GGG","R4",4,"4 GGG R4",0.908048589740481,0.0111405547239221,5841.94666288456,9.09463537866651
"133",30600,"B8","GGG","R4",4,"4 GGG R4",0.910568544481482,0.00822325639768984,5836.54186253247,47.6459202556688
"134",31500,"B8","GGG","R4",4,"4 GGG R4",0.913302817089217,0.0075899496833278,5787.3153675547,-38.3957734811937
"135",32400,"B8","GGG","R4",4,"4 GGG R4",0.914665702198233,0.00696818819986801,5747.29885489665,-14.14489279026
"136",33300,"B8","GGG","R4",4,"4 GGG R4",0.915917107250009,0.00862797621115581,5750.08366839296,-41.8316772317682
"137",34200,"B8","GGG","R4",4,"4 GGG R4",0.917420008352825,0.00749621319510251,5789.87029798902,-3.09344846073594
"138",35100,"B8","GGG","R4",4,"4 GGG R4",0.918345702971731,0.00550640427917516,5715.09024808943,-40.5520577907104
"139",36000,"B8","GGG","R4",4,"4 GGG R4",0.919445664116314,0.00521230371038924,5716.08391506179,-1.33954052344965
"140",36900,"B8","GGG","R4",4,"4 GGG R4",0.918145755997726,0.00243028730290265,5705.44332118173,-30.6926837515368
"141",37800,"B8","GGG","R4",4,"4 GGG R4",0.919808571253504,0.00260018189673097,5683.04585223702,-91.9067337142737
"142",38700,"B8","GGG","R4",4,"4 GGG R4",0.920837156261717,0.00270930625683789,5695.19031837626,-4.44429527162743
"143",39600,"B8","GGG","R4",4,"4 GGG R4",0.921845705381462,0.00260691237044511,5700.98503550967,-0.217387388869441
"144",40500,"B8","GGG","R4",4,"4 GGG R4",0.925685706096036,0.0081786131563886,5693.87949109807,35.0760101397025
"145",41400,"B8","GGG","R4",4,"4 GGG R4",0.928974263157163,0.00991546094839335,5712.84471999184,86.3859787381938
"146",42300,"B8","GGG","R4",4,"4 GGG R4",0.933405672439507,0.0135567019312076,5703.10899418632,85.2685354371317
"147",43200,"B8","GGG","R4",4,"4 GGG R4",0.935214268735477,0.0143978056475529,5624.47119353513,5.01293532438805
"148",0,"B9","CTA","R4",4,"4 CTA R4",0.0250428559524672,NA,25939.5334634747,NA
"149",900,"B9","CTA","R4",4,"4 CTA R4",0.0285800014223371,NA,22489.2521048131,NA
"150",1800,"B9","CTA","R4",4,"4 CTA R4",0.0390171393752098,NA,16561.9522688681,NA
"151",2700,"B9","CTA","R4",4,"4 CTA R4",0.0581028516803469,NA,11753.0498854447,NA
"152",3600,"B9","CTA","R4",4,"4 CTA R4",0.0886942871979305,1.26460688601783,8519.47284656912,2214.12127969098
"153",4500,"B9","CTA","R4",4,"4 CTA R4",0.131651427277497,1.52745050506955,6349.88504005623,2791.95157671233
"154",5400,"B9","CTA","R4",4,"4 CTA R4",0.175768578904016,1.50516721646782,5262.43902259994,2825.9534806138
"155",6300,"B9","CTA","R4",4,"4 CTA R4",0.227722864491599,1.36591463808003,4435.59199266518,2399.03800493571
"156",7200,"B9","CTA","R4",4,"4 CTA R4",0.29117713698319,1.18873631877744,3694.0694677229,1748.60656166567
"157",8100,"B9","CTA","R4",4,"4 CTA R4",0.357817148523671,0.999864370267333,3098.62973789114,1151.77294770223
"158",9000,"B9","CTA","R4",4,"4 CTA R4",0.427008570304939,0.887635846781429,2691.88307400079,758.656908667963
"159",9900,"B9","CTA","R4",4,"4 CTA R4",0.467268555292061,0.718774774236375,2564.56986795066,531.501274316218
"160",10800,"B9","CTA","R4",4,"4 CTA R4",0.507531407262598,0.555626795099749,2498.14237334421,468.736294721603
"161",11700,"B9","CTA","R4",4,"4 CTA R4",0.552999992668629,0.435335890659408,2376.23356289004,443.898656012409
"162",12600,"B9","CTA","R4",4,"4 CTA R4",0.606017171059336,0.350104236750337,2254.86302953604,423.747254094204
"163",13500,"B9","CTA","R4",4,"4 CTA R4",0.634482853114605,0.30590610529353,2188.77917712933,343.893366717898
"164",14400,"B9","CTA","R4",4,"4 CTA R4",0.66559997094529,0.271130250622302,2144.10208535239,268.365951520349
"165",15300,"B9","CTA","R4",4,"4 CTA R4",0.685545725694724,0.214857212662718,2092.68108261449,191.709081971431
"166",16200,"B9","CTA","R4",4,"4 CTA R4",0.70914288439921,0.157148714955518,2032.43344323589,113.306256392583
"167",17100,"B9","CTA","R4",4,"4 CTA R4",0.726565708645753,0.135518661865411,2027.38520948663,123.176569229809
"168",18000,"B9","CTA","R4",4,"4 CTA R4",0.741362872506891,0.107801366060939,2003.33744118835,82.3159567786203
"169",18900,"B9","CTA","R4",4,"4 CTA R4",0.75491714988436,0.0963928070475688,1993.40701570717,97.0669035951932
"170",19800,"B9","CTA","R4",4,"4 CTA R4",0.768602863592761,0.0805173681446734,1961.81567137131,89.9470111044206
"171",20700,"B9","CTA","R4",4,"4 CTA R4",0.783322875840323,0.0752160439832763,1954.56712688835,76.8636881497689
"172",21600,"B9","CTA","R4",4,"4 CTA R4",0.79760572122676,0.0731241797584814,1940.52197392826,81.3500984736088
"173",22500,"B9","CTA","R4",4,"4 CTA R4",0.806202853577478,0.0657273822420417,1926.7394679267,61.9918634152737
"174",23400,"B9","CTA","R4",4,"4 CTA R4",0.815634256601334,0.0593916356869282,1917.4911008377,70.6485493770674
"175",24300,"B9","CTA","R4",4,"4 CTA R4",0.821931431336062,0.0481120063207889,1903.00893421282,41.1033590186757
"176",25200,"B9","CTA","R4",4,"4 CTA R4",0.832205697468349,0.0424652511238446,1897.84809789778,38.8215914963177
"177",26100,"B9","CTA","R4",4,"4 CTA R4",0.841788598043578,0.0431935212943125,1906.11141665736,62.1696805114796
"178",27000,"B9","CTA","R4",4,"4 CTA R4",0.8490114318473,0.0401066117576589,1864.9252504148,23.2797693367409
"179",27900,"B9","CTA","R4",4,"4 CTA R4",0.855797142429011,0.0403763902024258,1863.15849309812,36.1161346657132
"180",28800,"B9","CTA","R4",4,"4 CTA R4",0.871714300342968,0.0463820902044572,1814.51979911369,2.75596715538598
"181",29700,"B9","CTA","R4",4,"4 CTA R4",0.882848580394472,0.0476247912555561,1809.7910151903,-7.87163054606103
"182",30600,"B9","CTA","R4",4,"4 CTA R4",0.884968587969031,0.0414794992636303,1789.40975996184,0.263068068233648
"183",31500,"B9","CTA","R4",4,"4 CTA R4",0.886102833492415,0.0347996438468108,1785.99070982993,-13.596339306979
"184",32400,"B9","CTA","R4",4,"4 CTA R4",0.8834657104952,0.0133907470192789,1784.85381393386,-5.54048929673637
"185",33300,"B9","CTA","R4",4,"4 CTA R4",0.884717115546976,0.00211424769424971,1783.16884829864,-22.8075073742874
"186",34200,"B9","CTA","R4",4,"4 CTA R4",0.883720019033977,-0.0014118586364071,1803.44772418422,11.4984035159117
"187",35100,"B9","CTA","R4",4,"4 CTA R4",0.883545709933553,-0.00288998100568265,1798.92059183684,7.75422725491113
"188",36000,"B9","CTA","R4",4,"4 CTA R4",0.886145741173199,0.00302895047890533,1807.40988418916,28.0118741251468
"189",36900,"B9","CTA","R4",4,"4 CTA R4",0.885345737210342,0.000710281771989105,1798.65165042325,16.7612269747013
"190",37800,"B9","CTA","R4",4,"4 CTA R4",0.887308542643275,0.0040524795568162,1809.19512048434,13.0719121958855
"191",38700,"B9","CTA","R4",4,"4 CTA R4",0.891137115444456,0.00855527726451984,1811.55383292245,28.0978708810041
"192",39600,"B9","CTA","R4",4,"4 CTA R4",0.895845742097923,0.0108868048150716,1821.10434281692,33.5149070635571
"193",40500,"B9","CTA","R4",4,"4 CTA R4",0.904885711627347,0.02183041799728,1817.62496192469,58.5888878648366
"194",41400,"B9","CTA","R4",4,"4 CTA R4",0.907674304928098,0.0226928477636282,1834.45284861029,66.6073188298734
"195",42300,"B9","CTA","R4",4,"4 CTA R4",0.912605677970818,0.0238055852071155,1833.55673332529,65.347392590158
"196",43200,"B9","CTA","R4",4,"4 CTA R4",0.915014254621097,0.0211714086589755,1815.36594200225,32.6906689642241
"197",0,"B10","GAG","R2",4,"4 GAG R2",0.0255428569657462,NA,55851.2308123213,NA
"198",900,"B10","GAG","R2",4,"4 GAG R2",0.0283799980367933,NA,47172.0560166087,NA
"199",1800,"B10","GAG","R2",4,"4 GAG R2",0.0365171417593956,NA,37549.488649319,NA
"200",2700,"B10","GAG","R2",4,"4 GAG R2",0.0504028554473605,NA,29519.8694811969,NA
"201",3600,"B10","GAG","R2",4,"4 GAG R2",0.0686942913702556,0.989308393978267,24843.8194409781,6682.07475402227
"202",4500,"B10","GAG","R2",4,"4 GAG R2",0.0942514349307333,1.20028144838531,21283.1924526735,11989.9161022997
"203",5400,"B10","GAG","R2",4,"4 GAG R2",0.129468570011003,1.2656563614777,18768.8133758249,13955.6513431747
"204",6300,"B10","GAG","R2",4,"4 GAG R2",0.167422871930259,1.200474949956,17519.0264058277,14161.9623402882
"205",7200,"B10","GAG","R2",4,"4 GAG R2",0.2151771319764,1.14179545786253,16115.228135901,13044.1680971024
"206",8100,"B10","GAG","R2",4,"4 GAG R2",0.269117152052266,1.0491807433416,14724.9732204852,11175.9673678821
"207",9000,"B10","GAG","R2",4,"4 GAG R2",0.338408560625144,0.960815775702917,12864.5006344254,8590.10150960778
"208",9900,"B10","GAG","R2",4,"4 GAG R2",0.411068557628563,0.898237228337615,11290.9216017848,6095.71839642671
"209",10800,"B10","GAG","R2",4,"4 GAG R2",0.471331420327936,0.784099940478974,10361.8929348858,4152.99630050762
"210",11700,"B10","GAG","R2",4,"4 GAG R2",0.526099999248981,0.670344513026155,9538.21925493352,2617.31358635511
"211",12600,"B10","GAG","R2",4,"4 GAG R2",0.598817168389048,0.570702398691131,8602.76890214147,1701.02704104023
"212",13500,"B10","GAG","R2",4,"4 GAG R2",0.645282857120037,0.450928751368949,8059.63276376859,1054.43715491882
"213",14400,"B10","GAG","R2",4,"4 GAG R2",0.678299992212227,0.36402815740073,7698.82698757334,579.191947706304
"214",15300,"B10","GAG","R2",4,"4 GAG R2",0.708145720830985,0.297158585589118,7359.54256041101,306.609364258686
"215",16200,"B10","GAG","R2",4,"4 GAG R2",0.730342885638986,0.198557806760859,7161.41119073087,117.230900531495
"216",17100,"B10","GAG","R2",4,"4 GAG R2",0.751765717991761,0.15273597134921,6972.95506561796,58.7473355248506
"217",18000,"B10","GAG","R2",4,"4 GAG R2",0.768062832738672,0.124281886792222,6728.87657064698,-74.1269750143949
"218",18900,"B10","GAG","R2",4,"4 GAG R2",0.782817130429404,0.10024922591683,6648.87997532973,-9.0499672703787
"219",19800,"B10","GAG","R2",4,"4 GAG R2",0.79730285767998,0.0877204734789519,6491.70775320941,-71.050170074171
"220",20700,"B10","GAG","R2",4,"4 GAG R2",0.811922853333609,0.0769805972524491,6399.69317469396,-58.7588700684335
"221",21600,"B10","GAG","R2",4,"4 GAG R2",0.82300570415599,0.0690915883208341,6333.82174904515,55.9505174947308
"222",22500,"B10","GAG","R2",4,"4 GAG R2",0.830802882569177,0.059493442811439,6244.97454931598,-20.4089126942591
"223",23400,"B10","GAG","R2",4,"4 GAG R2",0.840534275770187,0.0528031285328958,6186.50729478778,29.3820918090152
"224",24300,"B10","GAG","R2",4,"4 GAG R2",0.849931428475039,0.0457503464095923,6055.9507328467,-58.8450018321704
"225",25200,"B10","GAG","R2",4,"4 GAG R2",0.861105724743434,0.0452541582711729,5988.1148758317,-67.0229900280011
"226",26100,"B10","GAG","R2",4,"4 GAG R2",0.881388553125518,0.0591060035463894,5844.80345118486,-43.1543699402395
"227",27000,"B10","GAG","R2",4,"4 GAG R2",0.894711445484843,0.0624635267793881,5727.36929096284,-87.3779036761692
