,well,time,rbs,cds,experiment,GFP,OD660,mCherry
801,F9,0,R2,MCH50,2,-0.7000000000000028,0.06362999826669707,2229.8
802,F9,900,R2,MCH50,2,1.4000000000000057,0.060770002752542865,1874.3
803,F9,1800,R2,MCH50,2,2.0,0.059900001436472436,1788.8
804,F9,2700,R2,MCH50,2,2.4000000000000057,0.0621199928224086,1698.7
805,F9,3600,R2,MCH50,2,3.4000000000000057,0.0680800065398221,1665.9
806,F9,4500,R2,MCH50,2,2.299999999999997,0.08079999759793233,1628.9
807,F9,5400,R2,MCH50,2,2.0,0.10077999755740157,1636.6
808,F9,6300,R2,MCH50,2,3.0999999999999943,0.12994999811053276,1677.8
809,F9,7200,R2,MCH50,2,3.5999999999999943,0.17000998854637167,1660.9
810,G10,0,R4,MCH75,2,0.29999999999999716,0.0598299935460091,1306.8
811,G10,900,R4,MCH75,2,3.4000000000000057,0.06036999598145486,1169.3
812,G10,1800,R4,MCH75,2,2.0,0.06029999330639842,1097.8
813,G10,2700,R4,MCH75,2,2.4000000000000057,0.06341999992728262,1040.7
814,G10,3600,R4,MCH75,2,2.4000000000000057,0.07357999533414811,1015.9
815,G10,4500,R4,MCH75,2,1.2999999999999972,0.09149999991059332,1014.9
816,G10,5400,R4,MCH75,2,2.0,0.11937999948859258,1021.6
817,G10,6300,R4,MCH75,2,3.0999999999999943,0.16164999827742577,1043.8
818,G10,7200,R4,MCH75,2,3.5999999999999943,0.19901000261306767,1067.9
819,G11,0,R4,MCH90,2,1.2999999999999972,0.04653000682592409,488.8
820,G11,900,R4,MCH90,2,0.4000000000000057,0.04826999977230988,418.3
821,G11,1800,R4,MCH90,2,2.0,0.04809999540448141,399.8
822,G11,2700,R4,MCH90,2,0.4000000000000057,0.05161999389529262,362.7
823,G11,3600,R4,MCH90,2,-0.5999999999999943,0.05838000625371911,354.9
824,G11,4500,R4,MCH90,2,1.2999999999999972,0.07320000305771832,365.9
825,G11,5400,R4,MCH90,2,2.0,0.09668000265955957,369.6
826,G11,6300,R4,MCH90,2,1.0999999999999943,0.1326499991118908,392.8
827,G11,7200,R4,MCH90,2,1.5999999999999943,0.17371000647544865,399.9
828,G2,0,R4,GFP10,2,1700.3,0.0709300026297571,-0.1999999999999993
829,G2,900,R4,GFP10,2,1780.4,0.08496999517083186,-0.6999999999999993
830,G2,1800,R4,GFP10,2,1685.0,0.08100000098347641,-0.1999999999999993
831,G2,2700,R4,GFP10,2,1591.4,0.0789199940860276,0.6999999999999993
832,G2,3600,R4,GFP10,2,1576.4,0.07858000546693811,-1.0999999999999996
833,G2,4500,R4,GFP10,2,1554.3,0.08269999995827632,-1.0999999999999996
834,G2,5400,R4,GFP10,2,1569.0,0.09218000099062958,1.5999999999999996
835,G2,6300,R4,GFP10,2,1587.1,0.10825000330805777,0.8000000000000007
836,G2,7200,R4,GFP10,2,1629.6,0.13160999417304967,-1.0999999999999996
837,G3,0,R4,GFP25,2,2058.3,0.06413000673055608,-0.1999999999999993
838,G3,900,R4,GFP25,2,2391.4,0.08657000735402086,-0.6999999999999993
839,G3,1800,R4,GFP25,2,2261.0,0.08409999385476143,0.8000000000000007
840,G3,2700,R4,GFP25,2,2168.4,0.0815199933946136,0.6999999999999993
841,G3,3600,R4,GFP25,2,2115.4,0.08128000646829611,0.9000000000000004
842,G3,4500,R4,GFP25,2,2057.3,0.08509999588131933,-1.0999999999999996
843,G3,5400,R4,GFP25,2,2069.0,0.09457999691367157,2.5999999999999996
844,G3,6300,R4,GFP25,2,2068.1,0.11185000464320179,-0.1999999999999993
845,G3,7200,R4,GFP25,2,2102.6,0.13911000192165365,0.9000000000000004
846,G4,0,R4,GFP50,2,2589.3,0.07083000093698508,0.8000000000000007
847,G4,900,R4,GFP50,2,2868.4,0.08717000260949086,0.3000000000000007
848,G4,1800,R4,GFP50,2,2706.0,0.08329999521374741,-0.1999999999999993
849,G4,2700,R4,GFP50,2,2543.4,0.0794200025498866,-0.3000000000000007
850,G4,3600,R4,GFP50,2,2541.4,0.07748000174760811,-0.09999999999999964
851,G4,4500,R4,GFP50,2,2476.3,0.07899999693036033,-1.0999999999999996
852,G4,5400,R4,GFP50,2,2506.0,0.08567999526858357,1.5999999999999996
853,G4,6300,R4,GFP50,2,2519.1,0.09755000099539778,0.8000000000000007
854,G4,7200,R4,GFP50,2,2576.6,0.11600999832153366,0.9000000000000004
855,G5,0,R4,GFP75,2,2569.3,0.07973000258207308,0.8000000000000007
856,G5,900,R4,GFP75,2,2677.4,0.08467000499367687,0.3000000000000007
857,G5,1800,R4,GFP75,2,2526.0,0.07979999557137442,0.8000000000000007
858,G5,2700,R4,GFP75,2,2454.4,0.0798199944198136,1.6999999999999993
859,G5,3600,R4,GFP75,2,2435.4,0.08217999190092112,-2.0999999999999996
860,G5,4500,R4,GFP75,2,2390.3,0.08640000298619233,0.9000000000000004
861,G5,5400,R4,GFP75,2,2433.0,0.09627999588847157,0.5999999999999996
862,G5,6300,R4,GFP75,2,2484.1,0.11985000595450378,0.8000000000000007
863,G5,7200,R4,GFP75,2,2568.6,0.15200999677181268,0.9000000000000004
864,G6,0,R4,GFP90,2,2649.3,0.07793000191450108,-1.1999999999999993
865,G6,900,R4,GFP90,2,2865.4,0.08917000666260687,0.3000000000000007
866,G6,1800,R4,GFP90,2,2721.0,0.08550000265240641,1.8000000000000007
867,G6,2700,R4,GFP90,2,2612.4,0.08312000557780261,0.6999999999999993
868,G6,3600,R4,GFP90,2,2593.4,0.08628000169992411,0.9000000000000004
869,G6,4500,R4,GFP90,2,2555.3,0.09280000701546631,-1.0999999999999996
870,G6,5400,R4,GFP90,2,2610.0,0.10697999820113156,0.5999999999999996
871,G6,6300,R4,GFP90,2,2635.1,0.1273499988019468,0.8000000000000007
872,G6,7200,R4,GFP90,2,2718.6,0.15810999572277068,-1.0999999999999996
873,G7,0,R4,MCH10,2,2.299999999999997,0.0581299945712091,1418.8
874,G7,900,R4,MCH10,2,3.4000000000000057,0.06107000783085788,1345.3
875,G7,1800,R4,MCH10,2,6.0,0.060900003463029415,1259.8
876,G7,2700,R4,MCH10,2,5.400000000000006,0.06301999315619461,1207.7
877,G7,3600,R4,MCH10,2,5.400000000000006,0.0703800007700921,1181.9
878,G7,4500,R4,MCH10,2,5.299999999999997,0.08460000231862033,1181.9
879,G7,5400,R4,MCH10,2,4.0,0.11107999309897458,1180.6
880,G7,6300,R4,MCH10,2,3.0999999999999943,0.1454499922692778,1197.8
881,G7,7200,R4,MCH10,2,2.5999999999999943,0.18361001014709466,1201.9
882,G8,0,R4,MCH25,2,2.299999999999997,0.06692999452352508,1580.8
883,G8,900,R4,MCH25,2,3.4000000000000057,0.06126999631524087,1384.3
884,G8,1800,R4,MCH25,2,4.0,0.06029999330639842,1270.8
885,G8,2700,R4,MCH25,2,0.4000000000000057,0.06501999720931062,1226.7
886,G8,3600,R4,MCH25,2,0.4000000000000057,0.07467999905347811,1168.9
887,G8,4500,R4,MCH25,2,0.29999999999999716,0.09340000227093731,1179.9
888,G8,5400,R4,MCH25,2,1.0,0.12408000454306557,1205.6
889,G8,6300,R4,MCH25,2,2.0999999999999943,0.1709499917924408,1247.8
890,G8,7200,R4,MCH25,2,2.5999999999999943,0.2164099991321567,1257.9
891,G9,0,R4,MCH50,2,1.2999999999999972,0.06522999554872508,1798.8
892,G9,900,R4,MCH50,2,3.4000000000000057,0.06327000036835685,1523.3
893,G9,1800,R4,MCH50,2,3.0,0.06280000582337343,1444.8
894,G9,2700,R4,MCH50,2,2.4000000000000057,0.06622000262141262,1379.7
895,G9,3600,R4,MCH50,2,2.4000000000000057,0.07357999533414811,1317.9
896,G9,4500,R4,MCH50,2,0.29999999999999716,0.08820000365376432,1319.9
897,G9,5400,R4,MCH50,2,2.0,0.11017999276518857,1318.6
898,G9,6300,R4,MCH50,2,2.0999999999999943,0.1468500010669228,1356.8
899,G9,7200,R4,MCH50,2,3.5999999999999943,0.18571000099182167,1382.9
900,C10,0,R0.25,MCH75,3,-0.7000000000000028,0.07215999364852957,1305.8
901,C10,900,R0.25,MCH75,3,3.3999999999999986,0.06687000319361715,1154.2
902,C10,1800,R0.25,MCH75,3,3.700000000000003,0.06565000265836735,1073.9
903,C10,2700,R0.25,MCH75,3,3.700000000000003,0.06816999390721293,1043.5
904,C10,3600,R0.25,MCH75,3,1.4000000000000057,0.07556000426411628,1017.5
905,C10,4500,R0.25,MCH75,3,5.799999999999997,0.0898400038480754,1029.1
906,C10,5400,R0.25,MCH75,3,2.6000000000000014,0.11341999843716669,1051.3
907,C10,6300,R0.25,MCH75,3,3.200000000000003,0.14836999550461785,1065.7
908,C10,7200,R0.25,MCH75,3,2.9000000000000057,0.19475998803973232,1087.1
909,C11,0,R0.25,MCH90,3,1.2999999999999972,0.05925999879837057,468.8
910,C11,900,R0.25,MCH90,3,2.3999999999999986,0.057469993084669144,401.2
911,C11,1800,R0.25,MCH90,3,3.700000000000003,0.056750001013279344,366.9
912,C11,2700,R0.25,MCH90,3,2.700000000000003,0.05866999700665493,354.5
913,C11,3600,R0.25,MCH90,3,2.4000000000000057,0.06686000600457227,353.5
914,C11,4500,R0.25,MCH90,3,3.799999999999997,0.08073999881744341,354.1
915,C11,5400,R0.25,MCH90,3,3.6000000000000014,0.1014200039207937,356.3
916,C11,6300,R0.25,MCH90,3,3.200000000000003,0.13227000609040285,370.7
917,C11,7200,R0.25,MCH90,3,4.900000000000006,0.17075999900698635,383.1
918,C2,0,R0.25,GFP10,3,1427.3,0.06906000077724458,-0.1999999999999993
919,C2,900,R0.25,GFP10,3,1367.4,0.08596999868750614,0.20000000000000018
920,C2,1800,R0.25,GFP10,3,1351.7,0.08394999951124235,0.9000000000000004
921,C2,2700,R0.25,GFP10,3,1322.7,0.08547000363469093,0.5
922,C2,3600,R0.25,GFP10,3,1309.4,0.08956000283360528,-0.5
923,C2,4500,R0.25,GFP10,3,1322.8,0.09733999669551842,0.09999999999999964
924,C2,5400,R0.25,GFP10,3,1310.6,0.1098199971020217,-0.6999999999999993
925,C2,6300,R0.25,GFP10,3,1327.2,0.12927000001072886,-0.3000000000000007
926,C2,7200,R0.25,GFP10,3,1317.9,0.16026000007987035,0.09999999999999964
927,C3,0,R0.25,GFP25,3,2511.3,0.06535999774932857,-0.1999999999999993
928,C3,900,R0.25,GFP25,3,2070.4,0.08486999496817614,0.20000000000000018
929,C3,1800,R0.25,GFP25,3,2035.7,0.08194999545812637,-0.09999999999999964
930,C3,2700,R0.25,GFP25,3,1968.7,0.08126999214291594,0.5
931,C3,3600,R0.25,GFP25,3,1983.4,0.08305999711155927,1.5
932,C3,4500,R0.25,GFP25,3,2002.8,0.08853999674320241,1.0999999999999996
933,C3,5400,R0.25,GFP25,3,2031.6,0.0976199992001057,1.3000000000000007
934,C3,6300,R0.25,GFP25,3,2086.2,0.11287000551819784,0.6999999999999993
935,C3,7200,R0.25,GFP25,3,2101.9,0.13445999547839133,1.0999999999999996
936,C4,0,R0.25,GFP50,3,2270.3,0.07395999431610159,-1.1999999999999993
937,C4,900,R0.25,GFP50,3,2230.4,0.07317000553011914,2.2
938,C4,1800,R0.25,GFP50,3,2196.7,0.07234999686479535,0.9000000000000004
939,C4,2700,R0.25,GFP50,3,2126.7,0.07227000370621695,0.5
940,C4,3600,R0.25,GFP50,3,2133.4,0.07356000021100027,1.5
941,C4,4500,R0.25,GFP50,3,2151.8,0.0775400042533874,1.0999999999999996
942,C4,5400,R0.25,GFP50,3,2156.6,0.08482000604271869,0.3000000000000007
943,C4,6300,R0.25,GFP50,3,2218.2,0.09707000628113785,0.6999999999999993
944,C4,7200,R0.25,GFP50,3,2229.9,0.11736000403761833,1.0999999999999996
945,C5,0,R0.25,GFP75,3,2529.3,0.09505999386310557,0.8000000000000007
946,C5,900,R0.25,GFP75,3,2417.4,0.09306999966502215,1.2000000000000002
947,C5,1800,R0.25,GFP75,3,2352.7,0.08984999507665636,-1.0999999999999996
948,C5,2700,R0.25,GFP75,3,2250.7,0.08946999683976192,0.5
949,C5,3600,R0.25,GFP75,3,2272.4,0.09455999806523328,0.5
950,C5,4500,R0.25,GFP75,3,2289.8,0.1045399993658064,-0.9000000000000004
951,C5,5400,R0.25,GFP75,3,2317.6,0.1216200031340127,2.3000000000000007
952,C5,6300,R0.25,GFP75,3,2370.2,0.14486999586224586,0.6999999999999993
953,C5,7200,R0.25,GFP75,3,2392.9,0.17996000573039034,1.0999999999999996
954,C6,0,R0.25,GFP90,3,2606.3,0.08146000206470458,-1.1999999999999993
955,C6,900,R0.25,GFP90,3,2493.4,0.09286999627947813,2.2
956,C6,1800,R0.25,GFP90,3,2467.7,0.09045000523328736,0.9000000000000004
957,C6,2700,R0.25,GFP90,3,2379.7,0.08846999481320394,0.5
958,C6,3600,R0.25,GFP90,3,2385.4,0.09025999978184727,0.5
959,C6,4500,R0.25,GFP90,3,2386.8,0.09563999772071842,0.09999999999999964
960,C6,5400,R0.25,GFP90,3,2403.6,0.10582000389695168,0.3000000000000007
961,C6,6300,R0.25,GFP90,3,2466.2,0.12096999362111086,-0.3000000000000007
962,C6,7200,R0.25,GFP90,3,2473.9,0.14615999981760935,0.09999999999999964
963,C7,0,R0.25,MCH10,3,0.29999999999999716,0.05315999984741257,810.8
964,C7,900,R0.25,MCH10,3,2.3999999999999986,0.054670005291700144,728.2
965,C7,1800,R0.25,MCH10,3,2.700000000000003,0.05615000575780835,673.9
966,C7,2700,R0.25,MCH10,3,3.700000000000003,0.059870002418756924,661.5
967,C7,3600,R0.25,MCH10,3,3.4000000000000057,0.06686000600457227,651.5
968,C7,4500,R0.25,MCH10,3,3.799999999999997,0.07793999612331341,643.1
969,C7,5400,R0.25,MCH10,3,4.600000000000001,0.09442000463604969,649.3
970,C7,6300,R0.25,MCH10,3,4.200000000000003,0.11977000311017086,654.7
971,C7,7200,R0.25,MCH10,3,3.9000000000000057,0.1592599980533123,689.1
972,C8,0,R0.25,MCH25,3,14.299999999999997,0.07565999329090159,1896.8
973,C8,900,R0.25,MCH25,3,4.399999999999999,0.07416999265551615,1419.2
974,C8,1800,R0.25,MCH25,3,3.700000000000003,0.07295000702142734,1310.9
975,C8,2700,R0.25,MCH25,3,3.700000000000003,0.07677000537514694,1278.5
976,C8,3600,R0.25,MCH25,3,4.400000000000006,0.08696000352501827,1253.5
977,C8,4500,R0.25,MCH25,3,3.799999999999997,0.1067399919033054,1267.1
978,C8,5400,R0.25,MCH25,3,4.600000000000001,0.13861999288201368,1302.3
979,C8,6300,R0.25,MCH25,3,4.200000000000003,0.18356999531388282,1306.7
980,C8,7200,R0.25,MCH25,3,3.9000000000000057,0.23505999967455832,1343.1
981,C9,0,R0.25,MCH50,3,8.299999999999997,0.07386000752449057,1947.8
982,C9,900,R0.25,MCH50,3,2.3999999999999986,0.07086999639868714,1560.2
983,C9,1800,R0.25,MCH50,3,1.7000000000000028,0.06995000094175335,1461.9
984,C9,2700,R0.25,MCH50,3,2.700000000000003,0.07176999524235694,1436.5
985,C9,3600,R0.25,MCH50,3,3.4000000000000057,0.07765999510884329,1414.5
986,C9,4500,R0.25,MCH50,3,2.799999999999997,0.0871400028467174,1428.1
987,C9,5400,R0.25,MCH50,3,2.6000000000000014,0.10162000730633769,1436.3
988,C9,6300,R0.25,MCH50,3,4.200000000000003,0.12206999734044086,1460.7
989,C9,7200,R0.25,MCH50,3,4.900000000000006,0.15195999369025232,1517.1
990,D10,0,R0.5,MCH75,3,1.2999999999999972,0.06646000146865857,1262.8
991,D10,900,R0.5,MCH75,3,3.3999999999999986,0.06396999880671515,1133.2
992,D10,1800,R0.5,MCH75,3,2.700000000000003,0.06194999963045136,1032.9
993,D10,2700,R0.5,MCH75,3,4.700000000000003,0.06267000511288692,1005.5
994,D10,3600,R0.5,MCH75,3,3.4000000000000057,0.06555999889969828,982.5
995,D10,4500,R0.5,MCH75,3,5.799999999999997,0.0709399968385694,1005.1
996,D10,5400,R0.5,MCH75,3,3.6000000000000014,0.07791999354958568,994.3
997,D10,6300,R0.5,MCH75,3,4.200000000000003,0.08617000058293384,1025.7
998,D10,7200,R0.5,MCH75,3,3.9000000000000057,0.09896000549197233,1063.1
999,D11,0,R0.5,MCH90,3,1.2999999999999972,0.05575999915599858,283.8
1000,D11,900,R0.5,MCH90,3,4.399999999999999,0.05177000090479815,247.2
1001,D11,1800,R0.5,MCH90,3,3.700000000000003,0.050750003755092365,228.9
1002,D11,2700,R0.5,MCH90,3,3.700000000000003,0.05326999500393895,212.5
1003,D11,3600,R0.5,MCH90,3,5.400000000000006,0.05896000638604128,222.5
1004,D11,4500,R0.5,MCH90,3,4.799999999999997,0.06743999719619741,226.1
1005,D11,5400,R0.5,MCH90,3,5.600000000000001,0.07881999388337169,234.3
1006,D11,6300,R0.5,MCH90,3,4.200000000000003,0.09386999681591984,254.7
1007,D11,7200,R0.5,MCH90,3,3.9000000000000057,0.11535999998450232,275.1
1008,D2,0,R0.5,GFP10,3,2028.3,0.06795999705791458,-0.1999999999999993
1009,D2,900,R0.5,GFP10,3,1943.4,0.08116999194026013,0.20000000000000018
1010,D2,1800,R0.5,GFP10,3,1902.7,0.08065000325441335,0.9000000000000004
1011,D2,2700,R0.5,GFP10,3,1871.7,0.08166999891400292,-0.5
1012,D2,3600,R0.5,GFP10,3,1886.4,0.08465999439358728,1.5
1013,D2,4500,R0.5,GFP10,3,1892.8,0.0903399974107744,0.09999999999999964
1014,D2,5400,R0.5,GFP10,3,1899.6,0.10222000256180769,1.3000000000000007
1015,D2,6300,R0.5,GFP10,3,1917.2,0.11917000785469983,-1.3000000000000007
1016,D2,7200,R0.5,GFP10,3,1907.9,0.14525999948382334,0.09999999999999964
1017,D3,0,R0.5,GFP25,3,2515.3,0.058660003542900574,0.8000000000000007
1018,D3,900,R0.5,GFP25,3,1998.4,0.08226999565959013,1.2000000000000002
1019,D3,1800,R0.5,GFP25,3,1938.7,0.08065000325441335,0.9000000000000004
1020,D3,2700,R0.5,GFP25,3,1896.7,0.08046999350190193,-0.5
1021,D3,3600,R0.5,GFP25,3,1907.4,0.08236000016331628,-1.5
1022,D3,4500,R0.5,GFP25,3,1918.8,0.0882399916648864,0.09999999999999964
1023,D3,5400,R0.5,GFP25,3,1924.6,0.0993199981749057,-0.6999999999999993
1024,D3,6300,R0.5,GFP25,3,1963.2,0.11387000754475585,-0.3000000000000007
1025,D3,7200,R0.5,GFP25,3,1971.9,0.13875999376177833,0.09999999999999964
1026,D4,0,R0.5,GFP50,3,2375.3,0.06656000316143057,0.8000000000000007
1027,D4,900,R0.5,GFP50,3,2329.4,0.07586999163031614,1.2000000000000002
1028,D4,1800,R0.5,GFP50,3,2274.7,0.07404999583959535,0.9000000000000004
1029,D4,2700,R0.5,GFP50,3,2230.7,0.07356999590992894,1.5
1030,D4,3600,R0.5,GFP50,3,2241.4,0.07376000359654429,-1.5
1031,D4,4500,R0.5,GFP50,3,2256.8,0.07683999240398441,2.0999999999999996
1032,D4,5400,R0.5,GFP50,3,2268.6,0.0830200053751467,-0.6999999999999993
1033,D4,6300,R0.5,GFP50,3,2329.2,0.09316999986767785,-1.3000000000000007
1034,D4,7200,R0.5,GFP50,3,2362.9,0.10885999426245734,1.0999999999999996
1035,D5,0,R0.5,GFP75,3,2014.3,0.07765999734401657,-0.1999999999999993
1036,D5,900,R0.5,GFP75,3,1884.4,0.08957000002265013,0.20000000000000018
1037,D5,1800,R0.5,GFP75,3,1822.7,0.08744999915361434,-0.09999999999999964
1038,D5,2700,R0.5,GFP75,3,1783.7,0.09026999548077594,-0.5
1039,D5,3600,R0.5,GFP75,3,1793.4,0.09946000650525129,-0.5
1040,D5,4500,R0.5,GFP75,3,1819.8,0.11593999862670941,0.09999999999999964
1041,D5,5400,R0.5,GFP75,3,1862.6,0.1445200033485887,-0.6999999999999993
1042,D5,6300,R0.5,GFP75,3,1959.2,0.18867000713944485,-0.3000000000000007
1043,D5,7200,R0.5,GFP75,3,2038.9,0.23616000339388832,0.09999999999999964
1044,D6,0,R0.5,GFP90,3,2878.3,0.08385999798774757,0.8000000000000007
1045,D6,900,R0.5,GFP90,3,2647.4,0.09497000202536614,1.2000000000000002
1046,D6,1800,R0.5,GFP90,3,2541.7,0.09105000048875836,-2.0999999999999996
1047,D6,2700,R0.5,GFP90,3,2496.7,0.09116999581456192,0.5
1048,D6,3600,R0.5,GFP90,3,2558.4,0.09515999332070328,0.5
1049,D6,4500,R0.5,GFP90,3,2614.8,0.10363999903202041,0.09999999999999964
1050,D6,5400,R0.5,GFP90,3,2699.6,0.11781999841332469,0.3000000000000007
1051,D6,6300,R0.5,GFP90,3,2853.2,0.13616999760270085,0.6999999999999993
1052,D6,7200,R0.5,GFP90,3,2950.9,0.16416000649333035,0.09999999999999964
1053,D7,0,R0.5,MCH10,3,2.299999999999997,0.06416000723838858,1060.8
1054,D7,900,R0.5,MCH10,3,2.3999999999999986,0.06526999101042714,977.2
1055,D7,1800,R0.5,MCH10,3,1.7000000000000028,0.06794999688863734,940.9
1056,D7,2700,R0.5,MCH10,3,3.700000000000003,0.07286999896168694,945.5
1057,D7,3600,R0.5,MCH10,3,2.4000000000000057,0.07826000526547429,953.5
1058,D7,4500,R0.5,MCH10,3,2.799999999999997,0.08863999843597441,973.1
1059,D7,5400,R0.5,MCH10,3,3.6000000000000014,0.1015200056135657,1012.3
1060,D7,6300,R0.5,MCH10,3,3.200000000000003,0.12437000647187185,1058.7
1061,D7,7200,R0.5,MCH10,3,2.9000000000000057,0.15625999197363832,1112.1
1062,D8,0,R0.5,MCH25,3,9.299999999999997,0.06286000013351459,401.8
1063,D8,900,R0.5,MCH25,3,1.3999999999999986,0.06877000555396114,379.2
1064,D8,1800,R0.5,MCH25,3,1.7000000000000028,0.06835000365972535,529.9
1065,D8,2700,R0.5,MCH25,3,1.7000000000000028,0.07737000063061694,752.5
1066,D8,3600,R0.5,MCH25,3,0.4000000000000057,0.08866000249981927,891.5
1067,D8,4500,R0.5,MCH25,3,2.799999999999997,0.1105399966239934,1014.1
1068,D8,5400,R0.5,MCH25,3,1.6000000000000014,0.14372000470757468,1069.3
1069,D8,6300,R0.5,MCH25,3,2.200000000000003,0.18027001395821582,1128.7
1070,D8,7200,R0.5,MCH25,3,2.9000000000000057,0.22405999228358237,1160.1
1071,D9,0,R0.5,MCH50,3,0.29999999999999716,0.06856000721454658,1319.8
1072,D9,900,R0.5,MCH50,3,4.399999999999999,0.06306999847292914,1152.2
1073,D9,1800,R0.5,MCH50,3,4.700000000000003,0.06164999455213535,1048.9
1074,D9,2700,R0.5,MCH50,3,1.7000000000000028,0.06296999529004094,1026.5
1075,D9,3600,R0.5,MCH50,3,2.4000000000000057,0.06705999448895429,994.5
1076,D9,4500,R0.5,MCH50,3,3.799999999999997,0.0738400012254714,1018.1
1077,D9,5400,R0.5,MCH50,3,3.6000000000000014,0.08261999860405969,1041.3
1078,D9,6300,R0.5,MCH50,3,3.200000000000003,0.09376999512314785,1069.7
1079,D9,7200,R0.5,MCH50,3,3.9000000000000057,0.10975999459624332,1144.1
1080,E10,0,R1,MCH75,3,3.299999999999997,0.07036000788211857,1722.8
1081,E10,900,R1,MCH75,3,6.399999999999999,0.06787000522017515,1494.2
1082,E10,1800,R1,MCH75,3,5.700000000000003,0.06794999688863734,1362.9
1083,E10,2700,R1,MCH75,3,4.700000000000003,0.07217000201344492,1343.5
1084,E10,3600,R1,MCH75,3,4.400000000000006,0.08236000016331628,1330.5
1085,E10,4500,R1,MCH75,3,4.799999999999997,0.10144000649452241,1359.1
1086,E10,5400,R1,MCH75,3,3.6000000000000014,0.1321200020611287,1365.3
1087,E10,6300,R1,MCH75,3,4.200000000000003,0.17546999230980884,1381.7
1088,E10,7200,R1,MCH75,3,3.9000000000000057,0.21856000348925636,1391.1
1089,E11,0,R1,MCH90,3,1.2999999999999972,0.06455999910831459,834.8
1090,E11,900,R1,MCH90,3,2.3999999999999986,0.060969992727041136,732.2
1091,E11,1800,R1,MCH90,3,4.700000000000003,0.06094999760389336,684.9
1092,E11,2700,R1,MCH90,3,3.700000000000003,0.06607000306248695,668.5
1093,E11,3600,R1,MCH90,3,3.4000000000000057,0.0770599998533723,657.5
1094,E11,4500,R1,MCH90,3,4.799999999999997,0.09563999772071842,683.1
1095,E11,5400,R1,MCH90,3,3.6000000000000014,0.12571999803185469,698.3
1096,E11,6300,R1,MCH90,3,3.200000000000003,0.16716998592019086,711.7
1097,E11,7200,R1,MCH90,3,3.9000000000000057,0.20645999237895035,747.1
1098,E2,0,R1,GFP10,3,1555.3,0.06656000316143057,-1.1999999999999993
1099,E2,900,R1,GFP10,3,1406.4,0.08107000514864914,1.2000000000000002
1100,E2,1800,R1,GFP10,3,1400.7,0.08135000020265534,0.9000000000000004
1101,E2,2700,R1,GFP10,3,1354.7,0.08256999924778893,0.5
1102,E2,3600,R1,GFP10,3,1352.4,0.08696000352501827,1.5
1103,E2,4500,R1,GFP10,3,1338.8,0.0954399943351744,0.09999999999999964
1104,E2,5400,R1,GFP10,3,1342.6,0.10832000151276569,-0.6999999999999993
1105,E2,6300,R1,GFP10,3,1357.2,0.12927000001072886,-0.3000000000000007
1106,E2,7200,R1,GFP10,3,1355.9,0.16116000041365636,1.0999999999999996
1107,E3,0,R1,GFP25,3,2437.3,0.07606000006198857,-0.1999999999999993
1108,E3,900,R1,GFP25,3,2102.4,0.08527000173926315,-0.7999999999999998
1109,E3,1800,R1,GFP25,3,2050.7,0.08345000594854335,0.9000000000000004
1110,E3,2700,R1,GFP25,3,1987.7,0.08207000568509093,-1.5
1111,E3,3600,R1,GFP25,3,2022.4,0.0848599977791313,0.5
1112,E3,4500,R1,GFP25,3,2026.8,0.0916400045156474,0.09999999999999964
1113,E3,5400,R1,GFP25,3,2055.6,0.1009199954569337,0.3000000000000007
1114,E3,6300,R1,GFP25,3,2122.2,0.11727000549435584,-1.3000000000000007
1115,E3,7200,R1,GFP25,3,2139.9,0.14075999781489335,1.0999999999999996
1116,E4,0,R1,GFP50,3,2593.3,0.06836000382900259,0.8000000000000007
1117,E4,900,R1,GFP50,3,2427.4,0.07536999806761714,1.2000000000000002
1118,E4,1800,R1,GFP50,3,2378.7,0.07314999550580936,-0.09999999999999964
1119,E4,2700,R1,GFP50,3,2285.7,0.07166999354958495,0.5
1120,E4,3600,R1,GFP50,3,2340.4,0.07186000123620027,-1.5
1121,E4,4500,R1,GFP50,3,2329.8,0.07453999817371341,0.09999999999999964
1122,E4,5400,R1,GFP50,3,2371.6,0.07932000234723069,0.3000000000000007
1123,E4,6300,R1,GFP50,3,2449.2,0.08676999583840384,-0.3000000000000007
1124,E4,7200,R1,GFP50,3,2465.9,0.09825999364256834,-0.9000000000000004
1125,E5,0,R1,GFP75,3,2540.3,0.09245999455451959,0.8000000000000007
1126,E5,900,R1,GFP75,3,2401.4,0.09456999525427813,0.20000000000000018
1127,E5,1800,R1,GFP75,3,2328.7,0.09115000218153035,0.9000000000000004
1128,E5,2700,R1,GFP75,3,2237.7,0.09147000089287793,0.5
1129,E5,3600,R1,GFP75,3,2301.4,0.0965600021183493,-0.5
1130,E5,4500,R1,GFP75,3,2345.8,0.1078399956226344,1.0999999999999996
1131,E5,5400,R1,GFP75,3,2429.6,0.1261200048029427,1.3000000000000007
1132,E5,6300,R1,GFP75,3,2573.2,0.15317000225186383,2.6999999999999993
1133,E5,7200,R1,GFP75,3,2645.9,0.19315999075770335,0.09999999999999964
1134,E6,0,R1,GFP90,3,2551.3,0.08835999965667757,0.8000000000000007
1135,E6,900,R1,GFP90,3,2478.4,0.09106999561190614,2.2
1136,E6,1800,R1,GFP90,3,2448.7,0.08865000456571537,-0.09999999999999964
1137,E6,2700,R1,GFP90,3,2347.7,0.08756999447941793,0.5
