Application: Tecan i-control,,,,"Tecan i-control , 1.11.1.0",,,,,
Device: infinite 200Pro,,,,Serial number: 1602000080,,,,Serial number of connected stacker:,
E4,298,286,287,279,280,276,274,273,272
E5,295,283,282,275,277,272,272,271,269
E6,295,283,284,282,280,274,273,275,272
E7,300,290,294,293,290,288,284,283,279
E8,299,291,288,280,280,280,278,277,274
E9,289,277,277,274,270,270,269,268,262
E10,303,287,287,285,279,280,277,278,272
E11,306,286,287,279,279,277,281,273,274
F2,300,285,284,278,275,279,274,273,268
F3,301,281,281,279,274,274,273,274,269
F4,297,285,286,283,281,279,278,278,274
F5,292,281,283,278,275,278,278,276,269
F6,295,288,287,283,281,281,279,279,277
F7,298,288,292,284,282,279,281,279,275
F8,298,287,286,282,281,281,277,278,272
F9,298,290,287,283,280,278,278,277,273
F10,297,288,287,284,280,279,280,279,271
F11,301,285,286,282,279,278,278,278,276
G2,294,281,282,280,272,271,274,268,263
G3,297,279,275,276,272,275,268,272,267
G4,299,288,289,284,283,280,276,275,273
G5,294,281,286,283,283,280,280,277,274
G6,303,291,291,288,284,284,277,278,277
G7,302,291,294,291,288,292,285,284,280
G8,302,289,291,285,284,279,281,282,274
G9,300,284,287,279,278,281,278,274,269
G10,298,282,279,278,275,274,273,275,273
G11,304,290,290,284,282,276,277,275,276
,,,,,,,,,
mCherry,,,,,,,,,
Cycle Nr.,1,2,3,4,5,6,7,8,9
Time [s],0,900,1800,2700,3600,4500,5400,6300,7200
Temp. [°C],37.1,37.2,37.2,37.1,37.4,37,37.2,37.3,37.1
B2,12,10,9,11,10,11,10,12,12
B3,11,11,9,11,11,11,10,11,10
B4,12,12,10,10,11,9,10,12,12
B5,10,11,8,10,11,11,11,10,14
B6,10,11,10,11,10,11,11,11,12
B7,11,10,10,12,11,11,10,12,12
B8,11,11,10,11,11,10,9,12,13
B9,11,10,12,10,11,11,11,11,12
B10,11,12,12,11,10,12,12,11,12
B11,11,10,11,10,12,11,11,12,13
C2,48,98,219,341,434,501,568,637,694
C3,1101,991,966,964,972,995,1039,1052,1083
C4,864,793,777,793,798,834,861,893,913
C5,623,511,487,495,509,520,548,558,548
C6,12,19,38,68,90,106,120,125,128
C7,50,71,178,307,422,506,573,640,719
C8,1259,1017,947,962,965,992,1033,1053,1086
C9,1000,812,789,813,833,854,880,915,945
C10,625,503,483,487,498,521,526,539,547
C11,11,17,37,64,92,110,120,126,133
D2,754,732,751,796,837,877,935,965,1008
D3,891,834,812,807,824,844,878,918,930
D4,245,267,361,433,501,539,579,605,628
D5,215,215,271,345,402,440,457,474,488
D6,129,115,118,124,135,142,143,151,146
D7,833,750,767,819,863,908,969,1018,1074
D8,1008,868,820,825,832,851,884,911,946
D9,257,240,325,406,474,521,558,587,599
D10,134,128,166,213,250,272,294,300,301
D11,123,114,110,129,133,146,149,150,150
E2,1535,1357,1292,1261,1271,1286,1342,1407,1462
E3,1481,1322,1269,1270,1279,1297,1366,1418,1452
E4,1415,1315,1315,1333,1374,1427,1481,1532,1589
E5,199,229,393,566,705,783,852,902,934
E6,303,270,297,316,344,361,378,399,418
E7,1656,1410,1336,1304,1308,1347,1397,1454,1489
E8,1605,1389,1331,1305,1303,1351,1418,1443,1485
E9,1577,1317,1300,1324,1369,1430,1485,1546,1584
E10,177,200,343,511,655,753,817,856,900
E11,268,263,284,303,323,352,370,380,385
F2,1181,1029,951,948,950,996,1035,1096,1152
F3,96,183,436,724,935,1095,1198,1289,1359
F4,161,260,532,830,1047,1198,1311,1396,1454
F5,878,793,787,791,833,859,890,916,943
F6,314,271,274,277,282,293,300,307,317
F7,1159,1038,931,914,924,951,989,1044,1106
F8,75,134,371,661,885,1043,1172,1251,1332
F9,154,208,456,771,986,1127,1265,1338,1389
F10,865,765,745,762,774,820,860,870,886
F11,300,263,267,269,282,293,297,305,309
G2,116,213,398,579,711,813,903,973,1031
G3,332,397,543,718,822,899,970,1028,1066
G4,128,211,370,535,673,762,838,891,919
G5,278,295,385,487,569,621,648,664,666
G6,133,136,153,170,188,198,208,215,224
G7,110,173,345,541,707,830,938,1001,1060
G8,312,366,538,698,811,910,993,1038,1095
G9,139,179,337,524,663,771,862,892,931
G10,268,285,365,469,532,581,605,639,633
G11,130,132,143,166,174,192,204,209,210
,,,,,,,,,
OD660,,,,,,,,,
Cycle Nr.,1,2,3,4,5,6,7,8,9
Time [s],0,900,1800.2,2700.2,3600.2,4500.2,5400.2,6300,7200
Temp. [°C],37.1,37.1,37.3,36.8,37.1,37,37,37.3,37.1
B2,0.0894000008702278,0.0895000025629997,0.0895000025629997,0.089599996805191,0.0898000001907349,0.0898000001907349,0.0900000035762787,0.0901999995112419,0.0904000028967857
B3,0.090999998152256,0.0913999974727631,0.0910999998450279,0.0910999998450279,0.090999998152256,0.0913999974727631,0.0910999998450279,0.091499999165535,0.0913999974727631
B4,0.0908999964594841,0.091499999165535,0.0913000032305718,0.0912000015377998,0.0912000015377998,0.0917999967932701,0.091499999165535,0.091899998486042,0.0916000008583069
B5,0.0908000022172928,0.0913999974727631,0.0910999998450279,0.0908000022172928,0.0908000022172928,0.0913000032305718,0.090999998152256,0.090599998831749,0.0904999971389771
B6,0.093299999833107,0.0957000032067299,0.0958999991416931,0.0958999991416931,0.0961999967694283,0.096500001847744,0.0967999994754791,0.096900001168251,0.0966999977827072
B7,0.0908000022172928,0.0917000025510788,0.0913000032305718,0.0912000015377998,0.0908999964594841,0.0913000032305718,0.090999998152256,0.0917000025510788,0.0913000032305718
B8,0.0910999998450279,0.0917000025510788,0.0910999998450279,0.0908999964594841,0.0908000022172928,0.090599998831749,0.090599998831749,0.0907000005245209,0.0908999964594841
B9,0.0907000005245209,0.0917000025510788,0.0910999998450279,0.090599998831749,0.0907000005245209,0.090599998831749,0.0908000022172928,0.0917999967932701,0.0913999974727631
B10,0.0917000025510788,0.090599998831749,0.0903000012040138,0.0903000012040138,0.0901999995112419,0.0901999995112419,0.0904000028967857,0.0913999974727631,0.0913999974727631
B11,0.0913999974727631,0.0904999971389771,0.0904000028967857,0.0904000028967857,0.0903000012040138,0.090599998831749,0.0907000005245209,0.0913000032305718,0.090999998152256
C2,0.154200002551079,0.157700002193451,0.161300003528595,0.165900006890297,0.172600001096725,0.182600006461144,0.200200006365776,0.225899994373322,0.259999990463257
C3,0.16159999370575,0.169699996709824,0.175400003790855,0.187700003385544,0.211799994111061,0.245000004768372,0.293999999761581,0.351099997758865,0.419600009918213
C4,0.166600003838539,0.170800000429153,0.177000001072884,0.190699994564056,0.215499997138977,0.251300007104874,0.301699995994568,0.358999997377396,0.428000003099442
C5,0.16779999434948,0.165099993348122,0.170399993658066,0.184599995613098,0.214399993419647,0.255199998617172,0.307700008153915,0.368499994277954,0.438400000333786
C6,0.153999999165535,0.151299998164177,0.155399993062019,0.165199995040894,0.188800007104874,0.227200001478195,0.275799989700317,0.336899995803833,0.402099996805191
C7,0.159500002861023,0.151500001549721,0.153999999165535,0.159199997782707,0.167099997401238,0.178599998354912,0.196199998259544,0.219200000166893,0.250800013542175
C8,0.173700004816055,0.165900006890297,0.170699998736382,0.182500004768372,0.205599993467331,0.238800004124641,0.286199986934662,0.342200011014938,0.408800005912781
C9,0.183400005102158,0.168699994683266,0.171499997377396,0.185100004076958,0.212500005960464,0.25110000371933,0.302599996328354,0.362800002098084,0.431600004434586
C10,0.181999996304512,0.169400006532669,0.172600001096725,0.188500002026558,0.219999998807907,0.264800012111664,0.319000005722046,0.38510000705719,0.458000004291534
C11,0.144400000572205,0.145500004291534,0.151600003242493,0.167899996042252,0.193200007081032,0.234300002455711,0.285899996757507,0.347400009632111,0.414700001478195
D2,0.160999998450279,0.163100004196167,0.16949999332428,0.181600004434586,0.200299993157387,0.228100001811981,0.267199993133545,0.309300005435944,0.360500007867813
D3,0.149700000882149,0.165299996733665,0.170499995350838,0.187099993228912,0.209800004959106,0.242400005459785,0.288100004196167,0.340799987316132,0.405900001525879
D4,0.158299997448921,0.166500002145767,0.172600001096725,0.186800003051758,0.211600005626678,0.246199995279312,0.292899996042252,0.349900007247925,0.416399985551834
D5,0.166600003838539,0.165999993681908,0.169900000095367,0.185599997639656,0.215299993753433,0.258500009775162,0.312299996614456,0.370400011539459,0.438300013542175
D6,0.170100003480911,0.168599992990494,0.172099992632866,0.187600001692772,0.218199998140335,0.261599987745285,0.313400000333786,0.374099999666214,0.44980001449585
D7,0.171399995684624,0.165900006890297,0.168400004506111,0.180299997329712,0.19709999859333,0.226799994707108,0.26910001039505,0.322299987077713,0.383399993181229
D8,0.167899996042252,0.166700005531311,0.172199994325638,0.18639999628067,0.209700003266335,0.243699997663498,0.29229998588562,0.345499992370605,0.41159999370575
D9,0.170100003480911,0.166400000452995,0.170300006866455,0.183899998664856,0.209399998188019,0.245900005102158,0.294400006532669,0.354099988937378,0.422199994325638
D10,0.134900003671646,0.136999994516373,0.140799999237061,0.150800004601479,0.170699998736382,0.202500000596046,0.247400000691414,0.295500010251999,0.354000002145767
D11,0.160400003194809,0.16329999268055,0.169900000095367,0.188299998641014,0.222399994730949,0.268799990415573,0.324099987745285,0.393599987030029,0.472600013017654
E2,0.166500002145767,0.171900004148483,0.176699995994568,0.186800003051758,0.200499996542931,0.220799997448921,0.25330001115799,0.298500001430512,0.348800003528595
E3,0.170399993658066,0.172399997711182,0.178000003099442,0.188800007104874,0.204199999570847,0.232299998402596,0.272899985313416,0.323000013828278,0.379599988460541
E4,0.173800006508827,0.171900004148483,0.177000001072884,0.188700005412102,0.209199994802475,0.237100005149841,0.280200004577637,0.333299994468689,0.396299988031387
E5,0.162000000476837,0.160199999809265,0.165399998426437,0.178200006484985,0.195899993181229,0.228400006890297,0.273000001907349,0.328599989414215,0.393799990415573
E6,0.180999994277954,0.172499999403954,0.178900003433228,0.194499999284744,0.220200002193451,0.262100011110306,0.31360000371933,0.374900013208389,0.448599994182587
E7,0.177200004458427,0.170300006866455,0.173800006508827,0.182300001382828,0.198699995875359,0.223800003528595,0.259499996900558,0.30799999833107,0.368000000715256
E8,0.175899997353554,0.173700004816055,0.17849999666214,0.187000006437302,0.206599995493889,0.235699996352196,0.276800006628037,0.330700010061264,0.389699995517731
E9,0.188500002026558,0.177300006151199,0.179800003767014,0.187900006771088,0.208299994468689,0.240600004792213,0.288300007581711,0.344199985265732,0.412000000476837
E10,0.16329999268055,0.159799993038178,0.162599995732307,0.172800004482269,0.194000005722046,0.229100003838539,0.275999993085861,0.332100003957748,0.400400012731552
E11,0.155000001192093,0.157399997115135,0.164599999785423,0.183699995279312,0.214800000190735,0.261099994182587,0.313800007104874,0.3817999958992,0.459199994802475
F2,0.164199993014336,0.165600001811981,0.172099992632866,0.185399994254112,0.203999996185303,0.230800002813339,0.265500009059906,0.314200013875961,0.368800014257431
F3,0.160699993371964,0.159899994730949,0.164299994707108,0.172499999403954,0.182699993252754,0.207800000905991,0.24609999358654,0.295899987220764,0.352899998426437
F4,0.160400003194809,0.166899994015694,0.172600001096725,0.182600006461144,0.200000002980232,0.231000006198883,0.270300000905991,0.321900010108948,0.3817999958992
F5,0.161400005221367,0.165900006890297,0.170900002121925,0.184499993920326,0.20550000667572,0.240700006484985,0.289200007915497,0.346799999475479,0.417100012302399
F6,0.163100004196167,0.161799997091293,0.165999993681908,0.184599995613098,0.218199998140335,0.263999998569489,0.309700012207031,0.372399985790253,0.445899993181229
F7,0.171499997377396,0.168799996376038,0.171499997377396,0.18359999358654,0.200900003314018,0.226699993014336,0.258399993181229,0.306699991226196,0.362199991941452
F8,0.162100002169609,0.160699993371964,0.163499996066093,0.172600001096725,0.188299998641014,0.211899995803833,0.248199999332428,0.293999999761581,0.345499992370605
F9,0.172600001096725,0.167099997401238,0.171200007200241,0.181099995970726,0.199599996209145,0.229900002479553,0.272100001573563,0.326799988746643,0.384600013494492
F10,0.162499994039536,0.159299999475479,0.164399996399879,0.179100006818771,0.204699993133545,0.242599993944168,0.289900004863739,0.348399996757507,0.407499998807907
F11,0.160400003194809,0.159500002861023,0.167099997401238,0.187299996614456,0.221300005912781,0.267899990081787,0.32480001449585,0.390199989080429,0.475300014019012
G2,0.158000007271767,0.164299994707108,0.170800000429153,0.181799992918968,0.199499994516373,0.226300001144409,0.259999990463257,0.304100006818771,0.355699986219406
G3,0.166299998760223,0.17059999704361,0.175999999046326,0.18809999525547,0.210700005292892,0.242599993944168,0.287000000476837,0.344099998474121,0.405600011348724
G4,0.158800005912781,0.162799999117851,0.171100005507469,0.185900002717972,0.212099999189377,0.244100004434586,0.289900004863739,0.349999994039536,0.415300011634827
G5,0.163499996066093,0.161799997091293,0.16889999806881,0.187099993228912,0.219500005245209,0.268900007009506,0.326200008392334,0.390399992465973,0.464800000190735
G6,0.166400000452995,0.166700005531311,0.17339999973774,0.19370000064373,0.226899996399879,0.27649998664856,0.32370001077652,0.383500009775162,0.452300012111664
G7,0.161300003528595,0.165999993681908,0.169300004839897,0.177699998021126,0.196799993515015,0.224299997091293,0.266600012779236,0.317299991846085,0.374799996614456
G8,0.164499998092651,0.170499995350838,0.178000003099442,0.18860000371933,0.214200004935265,0.249099999666214,0.296900004148483,0.349999994039536,0.405299991369247
G9,0.166999995708466,0.163900002837181,0.169699996709824,0.184400007128716,0.210500001907349,0.24719999730587,0.294999986886978,0.354999989271164,0.428400009870529
G10,0.165900006890297,0.16609999537468,0.171000003814697,0.188400000333786,0.220100000500679,0.258500009775162,0.310999989509583,0.374099999666214,0.44200000166893
G11,0.153999999165535,0.157100006937981,0.165600001811981,0.186199992895126,0.220899999141693,0.266200006008148,0.320800006389618,0.38620001077652,0.465700000524521
,,,,,,,,,
,,,,,,,,,
End Time:,,,,,,,,,
