time,well,iptg,strain,rbs,temp,OD660,fluor,mCherry,GFP
0.0,B2,0.01875,GFP25,R0.25,37.06666666666667,0.02522999793291092,GFP,0.1999999999999993,559.2
900.0,B2,0.01875,GFP25,R0.25,37.266666666666666,0.02908999621868133,GFP,0.9000000000000004,440.6
1800.0,B2,0.01875,GFP25,R0.25,37.2,0.04033000320196152,GFP,-0.7000000000000002,456.6
2700.0,B2,0.01875,GFP25,R0.25,37.13333333333333,0.05956000238656997,GFP,1.9000000000000004,554.4
3600.0,B2,0.01875,GFP25,R0.25,37.13333333333333,0.08994999602437019,GFP,0.5,818.1
4500.0,B2,0.01875,GFP25,R0.25,37.06666666666667,0.11609000265598297,GFP,-0.09999999999999964,1351.7
5400.0,B2,0.01875,GFP25,R0.25,37.199999999999996,0.14556000381708145,GFP,1.0999999999999996,2206.3
6300.0,B2,0.01875,GFP25,R0.25,37.23333333333333,0.17219998612999915,GFP,-0.09999999999999964,3327.4
7200.0,B2,0.01875,GFP25,R0.25,37.266666666666666,0.2006099931895733,GFP,-0.09999999999999964,4575.6
8100.0,B2,0.01875,GFP25,R0.25,37.26666666666667,0.2311100035905838,GFP,0.0,5912.6
9000.0,B2,0.01875,GFP25,R0.25,37.166666666666664,0.26658999770879743,GFP,1.5999999999999996,7267.0
9900.0,B2,0.01875,GFP25,R0.25,37.166666666666664,0.3046499855816364,GFP,0.40000000000000036,8545.5
10800.0,B2,0.01875,GFP25,R0.25,37.2,0.350059999525547,GFP,0.2999999999999998,9663.4
11700.0,B2,0.01875,GFP25,R0.25,37.26666666666666,0.40318000242114066,GFP,1.5,10530.5
12600.0,B2,0.01875,GFP25,R0.25,37.13333333333333,0.44845999255776403,GFP,0.0,11223.8
13500.0,B2,0.01875,GFP25,R0.25,37.13333333333333,0.4878799945116043,GFP,0.2999999999999998,11969.5
14400.0,B2,0.01875,GFP25,R0.25,37.333333333333336,0.5308000102639199,GFP,-1.2999999999999998,12676.3
15300.0,B2,0.01875,GFP25,R0.25,37.166666666666664,0.5672699712216854,GFP,-0.7000000000000002,13184.7
16200.0,B2,0.01875,GFP25,R0.25,37.16666666666667,0.6076100058853626,GFP,1.2999999999999998,13142.5
17100.0,B2,0.01875,GFP25,R0.25,37.13333333333333,0.6420699886977672,GFP,1.7000000000000002,13425.6
18000.0,B2,0.01875,GFP25,R0.25,37.23333333333333,0.6767000012099743,GFP,0.40000000000000036,13660.6
18900.0,B2,0.01875,GFP25,R0.25,37.199999999999996,0.7131699778139591,GFP,0.7000000000000002,13933.2
19800.0,B2,0.01875,GFP25,R0.25,37.3,0.7356600232422352,GFP,0.40000000000000036,13861.8
20700.0,B2,0.01875,GFP25,R0.25,37.1,0.7565300278365612,GFP,1.9000000000000004,13919.5
21600.0,B2,0.01875,GFP25,R0.25,37.199999999999996,0.7699699766933918,GFP,2.4000000000000004,13828.7
22500.0,B2,0.01875,GFP25,R0.25,37.26666666666666,0.7815300248563289,GFP,0.7999999999999998,13735.6
23400.0,B2,0.01875,GFP25,R0.25,37.166666666666664,0.791689994931221,GFP,1.0,13542.6
