"","time","well","iptg","strain","rbs","temp","OD660","fluor","mCherry","GFP","gfp_norm","mch_norm","lnOD660","experiment","groupID","gfp_expression","mch_expression","growthrate","tgt_fluor","tgt_expression"
"27",23400,"B2",0.01875,"GFP25","R0.25",37.0666666666667,0.826690004765987,"GFP",3.8,2431.8,2941.61050209912,4.59664442305151,-0.190325497317963,1,"1 GFP25 R0.25",413192.487006824,5825.92443718948,0.0583666755080133,2431.8,413192.487006824
"28",24300,"B2",0.01875,"GFP25","R0.25",37.2,0.83595999777317,"GFP",2.5,2456.5,2938.53773690562,2.99057371962713,-0.179174516595886,1,"1 GFP25 R0.25",401751.188937084,-5303.64605857536,0.0535902008262433,2456.5,401751.188937084
"29",25200,"B2",0.01875,"GFP25","R0.25",37.1,0.844760028272867,"GFP",0.7,2449,2899.04815336379,0.828637691855718,-0.168702682167444,1,"1 GFP25 R0.25",232576.742854098,-3490.83291338232,0.0517071197181705,2449,232576.742854098
"30",26100,"B2",0.01875,"GFP25","R0.25",37.1333333333333,0.854300011694431,"GFP",2.6,2470.8,2892.1923986626,3.04342732577414,-0.15747284513566,1,"1 GFP25 R0.25",229244.467976998,3016.37457864469,0.0464932816467439,2470.8,229244.467976998
"31",27000,"B2",0.01875,"GFP25","R0.25",37.0333333333333,0.864110027998686,"GFP",3,2467.7,2855.77058481232,3.47178010067552,-0.146055171065349,1,"1 GFP25 R0.25",152917.064432123,-3407.62260572979,0.044270326252614,2467.7,152917.064432123
"32",27900,"B2",0.01875,"GFP25","R0.25",37,0.872390017658472,"GFP",3.8,2467.4,2828.32213809896,4.35584993303723,-0.136518687110692,1,"1 GFP25 R0.25",45932.1263085205,5478.14350468588,0.0426558294851941,2467.4,45932.1263085205
"33",28800,"B2",0.01875,"GFP25","R0.25",37.1333333333333,0.888410007953644,"GFP",3.4,2467.9,2777.88406018133,3.82706179529825,-0.118321921881638,1,"1 GFP25 R0.25",78677.6949510502,11239.6707072928,0.050380760285806,2467.9,78677.6949510502
"34",29700,"B2",0.01875,"GFP25","R0.25",37.1333333333333,0.899129994958639,"GFP",3.9,2461.6,2737.75762548466,4.33752629971977,-0.106327655454965,1,"1 GFP25 R0.25",-37822.553232657,5344.4912176579,0.0511451896806949,2461.6,-37822.553232657
"35",30600,"B2",0.01875,"GFP25","R0.25",37.1666666666667,0.902400007098913,"GFP",2.2,2456.1,2721.74199986546,2.43794324323277,-0.102697390371639,1,"1 GFP25 R0.25",-47171.0894926987,-3253.17858570339,0.04335778069371,2456.1,-47171.0894926987
"36",31500,"B2",0.01875,"GFP25","R0.25",37.1,0.902019999176264,"GFP",2.4,2461.9,2729.31864287736,2.66069488724386,-0.10311858712954,1,"1 GFP25 R0.25",-22175.6805368471,-5644.71868210652,0.0334000999811515,2461.9,-22175.6805368471
"37",32400,"B2",0.01875,"GFP25","R0.25",37.0666666666667,0.90136001855135,"GFP",2.1,2431.5,2697.59025245857,2.32981267948304,-0.103850524544717,1,"1 GFP25 R0.25",-145816.455528479,-5207.73055458854,0.0144713973369206,2431.5,-145816.455528479
"38",33300,"B2",0.01875,"GFP25","R0.25",37.2666666666667,0.90242000669241,"GFP",3.1,2448.5,2713.25988103295,3.43520752754835,-0.102675227947304,1,"1 GFP25 R0.25",-52314.7847206283,-3194.79601347351,0.00365242750766059,2448.5,-52314.7847206283
"39",34200,"B2",0.01875,"GFP25","R0.25",37.3666666666667,0.902750012278557,"GFP",1.6,2425,2686.23646304834,1.77236220242365,-0.102309605223289,1,"1 GFP25 R0.25",-124098.02692666,-2394.17415292592,0.000387785148350542,2425,-124098.02692666
"40",35100,"B2",0.01875,"GFP25","R0.25",37.0666666666667,0.903180019557476,"GFP",3.1,2440.9,2702.56199998307,3.43231685032058,-0.101833388227652,1,"1 GFP25 R0.25",-83781.6082271717,2792.72027423905,0.0012851989018885,2440.9,-83781.6082271717
